LOCAL DO TIROTEIO,DATA DO TIROTEIO,HORÁRIO DO TIROTEIO,MORTES?,CIVIS MORTOS,POLICIAIS MORTOS,FERIDOS?,CIVIS FERIDOS,POLICIAIS FERIDOS,OPERAÇÃO POLICIAL?
Rua Jessé| 45 - Cidade de Deus| Rio de Janeiro - State of Rio de Janeiro| Brazil,2016/07/29,21:12:35,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Frei Caneca| 8 - Santa Teresa,2016/07/30,23:50:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua São Miguel - Tijuca| Rio de Janeiro - RJ| Brasil,2016/07/29,07:40:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Monsenhor Félix - Vaz Lobo  Rio de Janeiro - RJ| Brasil,2016/07/30,00:52:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estr. Francisco da Cruz Nunes| 25-709 - Largo da Batalha - Niterói,2016/07/30,05:13:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Av. Marechal Fontenele| 4544-4580 - Magalhaes Bastos| Rio de Janeiro - RJ| 21750-001| Brasil,2016/07/30,13:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Parque Florestal da Tijuca,2016/07/30,13:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rocinha| Rio de Janeiro - RJ| Brasil,2016/07/30,13:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Nova - Rocinha,2016/07/30,13:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada Do Taquaral próximo ao 180 - Senador Camará| Rio de Janeiro - RJ| Brasil,2016/07/31,03:48:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Frei Henrique| 180 - Piedade,2016/07/31,04:57:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/31,11:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Tv. Dr. Beltrão| 673 - Santa Rosa
Niterói,2016/07/31,05:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Castelnuovo - Tijuca| Rio de Janeiro - RJ| Brasil,2016/06/28,09:35:00,Não Sabe,0,0,Não Sabe,0,0,Sim
R. Castelnuovo| 407 - Tijuca,2016/06/24,13:32:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Rua Sete de Setembro - Complexo do Alemão| Rio de Janeiro - RJ| Brasil,2016/07/31,17:02:00,Não Sabe,0,1,Não Sabe,0,2,Sim
R. Eurico Sales| 501 - Porto Novo - São Gonçalo,2016/07/31,18:37:34,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Cândido Benício - Praça Seca| Rio de Janeiro - RJ| Brasil,2016/07/31,15:45:00,Não,0,0,Não Sabe,0,0,Não
R. Parobi| 331-339 - Colégio,2016/07/31,22:10:17,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
R. Lucio Bitencourt| 2 - Jardim Catarina - São Gonçalo,2016/07/31,23:03:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Dois - Conjunto Otacilio Camara| Rio de Janeiro - RJ| Brasil,2016/07/31,23:11:00,Não Sabe,0,0,Não Sabe,0,0,Não
Rua Visconde de Abaeté - Vila Isabel| Rio de Janeiro - RJ| Brasil,2016/07/31,23:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Avenida Antares - Santa Cruz| Rio de Janeiro - RJ| Brasil,2016/07/31,23:30:00,Não Sabe,0,0,Não Sabe,0,0,Sim
Estrada Marechal Miguel Salazar Mendes de Moraes - Cidade de Deus| Rio de Janeiro - RJ| Brasil,2016/07/31,23:58:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Rua Itapeva - Guaxindiba| São Gonçalo - RJ| Brasil,2016/07/29,19:40:00,Não,0,0,Não,0,0,Não,Imprensa
Avenida Brás de Pina - Vila da Penha| Rio de Janeiro - RJ| Brasil,2016/07/30,09:42:00,Não,0,0,Sim,1,1,Não,Imprensa
Rua Moraes Pinheiro - Anchieta| Rio de Janeiro - RJ| Brasil,2016/07/29,09:45:00,Não,0,0,Sim,1,0,Não,Imprensa
Maricá - RJ| Brasil,2016/07/30,09:49:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,Imprensa
Túnel Antônio Rebouças - Maracanã| Rio de Janeiro - RJ| Brasil,2016/07/30,22:30:00,Não,0,0,Não,0,0,Não,Imprensa
Avenida Brás de Pina - Vila da Penha| Rio de Janeiro - RJ| Brasil,2016/07/30,12:00:00,Não,0,0,Sim,1,1,Não,Imprensa
-22.764468583100737| -43.401145935058594,2016/08/01,12:27:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe
Estrada da Alvorada - Complexo do Alemao| Rio de Janeiro - RJ| Brasil,2016/08/01,12:00:00,Não Sabe,0,0,Não Sabe,0,0,Não Sabe,Imprensa
